,5,8,11,14,17,20,23,26
,5,8,11,14,17,20,23,26
,10,10,10,10,10,10,10,10
0,0.0057218074798583984,0.015211105346679688,0.06086850166320801,0.0710759162902832,0.14768075942993164,0.2935764789581299,0.6866416931152344,1.1383962631225586
1,0.0048563480377197266,0.015397787094116211,0.06253886222839355,0.07073426246643066,0.1482682228088379,0.26935577392578125,0.7109999656677246,1.1891708374023438
2,0.004906415939331055,0.013825654983520508,0.04790520668029785,0.0697174072265625,0.14729738235473633,0.2702012062072754,0.7094547748565674,1.4515113830566406
3,0.00478053092956543,0.013537406921386719,0.033464670181274414,0.07044386863708496,0.14795136451721191,0.2881355285644531,0.7111234664916992,1.4435420036315918
4,0.004793405532836914,0.013574361801147461,0.0310666561126709,0.07016468048095703,0.1568465232849121,0.26792478561401367,0.709406852722168,1.416860818862915
5,0.004506111145019531,0.014815330505371094,0.0306704044342041,0.07296252250671387,0.16943073272705078,0.3295257091522217,0.7147281169891357,1.4337036609649658
6,0.004529714584350586,0.014390945434570312,0.030714750289916992,0.07013726234436035,0.1522679328918457,0.2805912494659424,0.7169382572174072,1.3990874290466309
7,0.004652976989746094,0.013937234878540039,0.03011631965637207,0.07126092910766602,0.15654397010803223,0.309689998626709,0.7317976951599121,1.4668633937835693
8,0.004715919494628906,0.01615762710571289,0.03260374069213867,0.07085657119750977,0.1495189666748047,0.3190748691558838,0.7429320812225342,1.4411845207214355
9,0.004339694976806641,0.022614002227783203,0.03298616409301758,0.06993317604064941,0.1741940975189209,0.29056620597839355,0.7443945407867432,1.4338555335998535
