,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65
,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0,0.02730417251586914,0.026755332946777344,0.03380441665649414,0.0383753776550293,0.05062079429626465,0.10231351852416992,0.1291484832763672,0.16967487335205078,0.3498091697692871,0.35306692123413086,0.39739561080932617,0.49062037467956543,0.503197431564331,0.5510759353637695,0.627770185470581,0.7070786952972412
1,0.019510507583618164,0.026381731033325195,0.032256126403808594,0.03904867172241211,0.05249190330505371,0.10565781593322754,0.12812161445617676,0.19273614883422852,0.3179435729980469,0.3643207550048828,0.40204596519470215,0.44811582565307617,0.4986152648925781,0.5524485111236572,0.7312135696411133,0.6982777118682861
2,0.020911455154418945,0.023576736450195312,0.031013965606689453,0.03767657279968262,0.052011966705322266,0.10562682151794434,0.1318211555480957,0.22819995880126953,0.36828136444091797,0.36992955207824707,0.4258711338043213,0.449887752532959,0.5430853366851807,0.5585863590240479,0.6133363246917725,0.6961631774902344
3,0.019797563552856445,0.020669937133789062,0.029824256896972656,0.038507699966430664,0.05458879470825195,0.1343681812286377,0.12903332710266113,0.36565423011779785,0.4735374450683594,0.35686826705932617,0.381350040435791,0.4920156002044678,0.4963259696960449,0.5596303939819336,0.647618293762207,0.6982786655426025
4,0.01775836944580078,0.022968053817749023,0.0297238826751709,0.0379185676574707,0.05359339714050293,0.10538721084594727,0.1292741298675537,0.3210721015930176,0.324718713760376,0.36100220680236816,0.4199211597442627,0.4736654758453369,0.5012414455413818,0.5646841526031494,0.6018764972686768,0.6980974674224854
5,0.018063783645629883,0.025744915008544922,0.028699874877929688,0.03888988494873047,0.05102062225341797,0.10712218284606934,0.12896966934204102,0.2711930274963379,0.4698903560638428,0.3645949363708496,0.3932821750640869,0.45949554443359375,0.4970846176147461,0.5703418254852295,0.6255264282226562,0.7194726467132568
6,0.017989158630371094,0.025499820709228516,0.028891563415527344,0.03834128379821777,0.08526754379272461,0.10630488395690918,0.1302032470703125,0.3628733158111572,0.4021186828613281,0.3639655113220215,0.39678955078125,0.4743952751159668,0.5029399394989014,0.5788276195526123,0.6330509185791016,0.6975078582763672
7,0.017825603485107422,0.025203227996826172,0.028876066207885742,0.037690162658691406,0.08305668830871582,0.10583949089050293,0.12805414199829102,0.5040862560272217,0.4287700653076172,0.3669576644897461,0.39488935470581055,0.44239258766174316,0.49457693099975586,0.568688154220581,0.6307549476623535,0.6916134357452393
8,0.018283843994140625,0.02518439292907715,0.029862403869628906,0.03856658935546875,0.08284544944763184,0.10762476921081543,0.12885332107543945,0.2737612724304199,0.31882619857788086,0.3654515743255615,0.5476288795471191,0.4416515827178955,0.5051088333129883,0.6874058246612549,0.6482024192810059,0.7229483127593994
9,0.018085479736328125,0.025455474853515625,0.029100656509399414,0.03801298141479492,0.08258557319641113,0.10588455200195312,0.12878847122192383,0.29665255546569824,0.3414163589477539,0.36473870277404785,0.40375351905822754,0.46038007736206055,0.505760908126831,0.5700562000274658,0.62929368019104,0.7964613437652588
